Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
" Competência: SET/2025, AGO/2025."
Estado: SE.
"Município: AMPARO DE SÃO FRANCISCO, AQUIDABÃ, ARACAJU, ARAUÁ, AREIA BRANCA, BARRA DOS COQUEIROS, BOQUIM, BREJO GRANDE, CAMPO DO BRITO, CANHOBA, CANINDÉ DE SÃO FRANCISCO, CAPELA, CARIRA, CARMÓPOLIS, CEDRO DE SÃO JOÃO, CRISTINÁPOLIS, CUMBE, DIVINA PASTORA, ESTÂNCIA, FEIRA NOVA, FREI PAULO, GARARU, GENERAL MAYNARD, GRACHO CARDOSO, ILHA DAS FLORES, INDIAROBA, ITABAIANA, ITABAIANINHA, ITABI, ITAPORANGA D'AJUDA, JAPARATUBA, JAPOATÃ, LAGARTO, LARANJEIRAS, MACAMBIRA, MALHADA DOS BOIS, MALHADOR, MARUIM, MOITA BONITA, MONTE ALEGRE DE SERGIPE, MURIBECA, NEÓPOLIS, NOSSA SENHORA APARECIDA, NOSSA SENHORA DA GLÓRIA, NOSSA SENHORA DAS DORES, NOSSA SENHORA DE LOURDES, NOSSA SENHORA DO SOCORRO, PACATUBA, PEDRA MOLE, PEDRINHAS, PINHÃO, PIRAMBU, POÇO REDONDO, POÇO VERDE, PORTO DA FOLHA, PROPRIÁ, RIACHÃO DO DANTAS, RIACHUELO, RIBEIRÓPOLIS, ROSÁRIO DO CATETE, SALGADO, SANTA LUZIA DO ITANHY, SANTA ROSA DE LIMA, SANTANA DO SÃO FRANCISCO, SANTO AMARO DAS BROTAS, SÃO CRISTÓVÃO, SÃO DOMINGOS, SÃO FRANCISCO, SÃO MIGUEL DO ALEIXO, SIMÃO DIAS, SIRIRI, TELHA, TOBIAS BARRETO, TOMAR DO GERU, UMBAÚBA."
"Temas para Saúde: Agravos negligenciados, Alimentação saudável, Autocuidado de pessoas com doenças crônicas, Ações de combate ao Aedes aegypti, Cidadania e direitos humanos, Dependência química / tabaco / álcool / outras drogas, Envelhecimento / Climatério / Andropausa / Etc, Plantas medicinais / fitoterapia, Prevenção da violência e promoção da cultura da paz, Saúde ambiental, Saúde bucal, Saúde do trabalhador, Saúde mental, Saúde sexual e reprodutiva, Semana saúde na escola."
"Programa Saúde na Escola: Educação, Saúde."
Nível: INEP (Escolas/Creche).
Tipo Informação: Quantidade de Atividade Coletiva


Uf;Ibge;Municipio;Unidade de Saúde - CNES;Tipo Unidade;Desc Unidade;Equipe - INE;Tipo Equipe;Desc Equipe;INEP (Escolas/Creche);Agravos negligenciados;Alimentação saudável;Autocuidado de pessoas com doe;Ações de combate ao Aedes aegy;Cidadania e direitos humanos;Dependência química / tabaco /;Envelhecimento / Climatério / ;Plantas medicinais / fitoterap;Prevenção da violência e promo;Saúde ambiental;Saúde bucal;Saúde do trabalhador;Saúde mental;Saúde sexual e reprodutiva;Semana saúde na escola;
SE;280630;SANTA LUZIA DO ITANHY;2423413;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177911;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032071;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;
SE;280130;CAPELA;2476932;01;POSTO DE SAUDE;0000173886;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28014324;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;
SE;280030;ARACAJU;0002798;02;CENTRO DE SAUDE/UNIDADE BASICA;0002116871;71;ESB - EQUIPE DE SAUDE BUCAL;28018575;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280130;CAPELA;2476916;01;POSTO DE SAUDE;0000173843;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032632;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;
SE;280030;ARACAJU;0002577;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28019946;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;
SE;280670;SÃO CRISTÓVÃO;2612356;02;CENTRO DE SAUDE/UNIDADE BASICA;0001802933;71;ESB - EQUIPE DE SAUDE BUCAL;28021495;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280030;ARACAJU;0002607;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28018591;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2421240;01;POSTO DE SAUDE;0001773712;71;ESB - EQUIPE DE SAUDE BUCAL;28033159;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0001773801;71;ESB - EQUIPE DE SAUDE BUCAL;28034058;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420295;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175870;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001389;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
SE;280710;SIMÃO DIAS;2422263;02;CENTRO DE SAUDE/UNIDADE BASICA;0002355671;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28009398;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
SE;280030;ARACAJU;0003115;02;CENTRO DE SAUDE/UNIDADE BASICA;0002014068;71;ESB - EQUIPE DE SAUDE BUCAL;28018842;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280630;SANTA LUZIA DO ITANHY;2423413;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177911;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28042000;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;
SE;280170;CRISTINÁPOLIS;2420953;01;POSTO DE SAUDE;0001821075;71;ESB - EQUIPE DE SAUDE BUCAL;28022548;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28036778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421119;02;CENTRO DE SAUDE/UNIDADE BASICA;0002500442;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28036395;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
SE;280010;AMPARO DE SÃO FRANCISCO;7009615;02;CENTRO DE SAUDE/UNIDADE BASICA;0001630946;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28012712;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;
SE;280440;NEÓPOLIS;2680092;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175978;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
SE;280620;SALGADO;7513852;02;CENTRO DE SAUDE/UNIDADE BASICA;0002076535;71;ESB - EQUIPE DE SAUDE BUCAL;28023285;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28024354;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174564;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013107;0;0;0;16;0;0;0;0;0;0;1;0;2;0;19;
SE;280670;SÃO CRISTÓVÃO;2423200;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178063;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021231;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280130;CAPELA;2476908;01;POSTO DE SAUDE;0000173835;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28014529;0;3;0;0;3;0;0;0;3;3;0;0;3;0;0;
SE;280710;SIMÃO DIAS;2422263;02;CENTRO DE SAUDE/UNIDADE BASICA;0001530720;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009312;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0001839845;71;ESB - EQUIPE DE SAUDE BUCAL;28013174;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28033388;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477122;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105357;71;ESB - EQUIPE DE SAUDE BUCAL;28026640;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280190;CUMBE;6740510;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174173;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005651;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;
SE;280630;SANTA LUZIA DO ITANHY;2423405;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177903;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28026179;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
SE;280050;AREIA BRANCA;2477017;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173347;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28006607;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
SE;280620;SALGADO;3337421;02;CENTRO DE SAUDE/UNIDADE BASICA;0002350815;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28023340;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
SE;280250;GENERAL MAYNARD;7806361;01;POSTO DE SAUDE;0001750178;71;ESB - EQUIPE DE SAUDE BUCAL;28016262;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2421240;01;POSTO DE SAUDE;0001773712;71;ESB - EQUIPE DE SAUDE BUCAL;28005058;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280140;CARIRA;2546264;02;CENTRO DE SAUDE/UNIDADE BASICA;0002196751;71;ESB - EQUIPE DE SAUDE BUCAL;28003578;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;5459648;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178284;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032349;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421119;02;CENTRO DE SAUDE/UNIDADE BASICA;0000176168;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001826;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;
SE;280710;SIMÃO DIAS;9250468;02;CENTRO DE SAUDE/UNIDADE BASICA;0001572687;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009380;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
SE;280620;SALGADO;7513852;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177849;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023293;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;2422654;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171700;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005201;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;
SE;280300;ITABAIANINHA;3000346;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174912;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022777;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002320754;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28004906;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;
SE;280290;ITABAIANA;2611899;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174858;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28007336;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002333848;71;ESB - EQUIPE DE SAUDE BUCAL;28004906;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;
SE;280740;TOBIAS BARRETO;2422026;02;CENTRO DE SAUDE/UNIDADE BASICA;0001511033;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010590;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;5341264;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173819;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28000110;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;
SE;280710;SIMÃO DIAS;2546108;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178489;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009770;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002320754;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28004892;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
SE;280280;INDIAROBA;2423138;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174629;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025288;0;0;0;2;0;0;0;0;2;0;0;0;0;0;2;
SE;280290;ITABAIANA;2611880;02;CENTRO DE SAUDE/UNIDADE BASICA;0002129019;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28033221;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280750;TOMAR DO GERU;2420422;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178675;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024010;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174564;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013212;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28033957;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477084;02;CENTRO DE SAUDE/UNIDADE BASICA;0001535986;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28000293;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;
SE;280540;POÇO REDONDO;2420082;02;CENTRO DE SAUDE/UNIDADE BASICA;0001977997;71;ESB - EQUIPE DE SAUDE BUCAL;28002482;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280440;NEÓPOLIS;2477920;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175935;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013425;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28027760;0;0;0;2;0;0;0;0;3;0;0;0;0;0;2;
SE;280280;INDIAROBA;2423138;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174629;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025342;0;0;0;2;0;0;0;0;1;0;1;0;0;2;3;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;
SE;280710;SIMÃO DIAS;2422468;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178470;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28033302;1;0;0;2;1;0;0;0;2;0;0;0;1;0;0;
SE;280030;ARACAJU;0002291;02;CENTRO DE SAUDE/UNIDADE BASICA;0002038552;71;ESB - EQUIPE DE SAUDE BUCAL;28031660;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;
SE;280460;NOSSA SENHORA DAS DORES;9330453;01;POSTO DE SAUDE;0001854577;71;ESB - EQUIPE DE SAUDE BUCAL;28006186;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;3059170;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751085;71;ESB - EQUIPE DE SAUDE BUCAL;28002130;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173118;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28037537;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;
SE;280670;SÃO CRISTÓVÃO;5459648;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178292;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021428;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477076;02;CENTRO DE SAUDE/UNIDADE BASICA;0002350645;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28032179;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
SE;280300;ITABAIANINHA;9305866;02;CENTRO DE SAUDE/UNIDADE BASICA;0001630318;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023013;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280440;NEÓPOLIS;7231954;02;CENTRO DE SAUDE/UNIDADE BASICA;0001527940;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013360;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;
SE;280420;MONTE ALEGRE DE SERGIPE;2420295;02;CENTRO DE SAUDE/UNIDADE BASICA;0002365022;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28001451;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280440;NEÓPOLIS;2477939;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175943;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013417;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;
SE;280030;ARACAJU;0002763;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172502;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019490;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
SE;280550;POÇO VERDE;2420333;02;CENTRO DE SAUDE/UNIDADE BASICA;0001785389;71;ESB - EQUIPE DE SAUDE BUCAL;28029704;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;2422794;02;CENTRO DE SAUDE/UNIDADE BASICA;0001792466;71;ESB - EQUIPE DE SAUDE BUCAL;28025563;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477114;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105365;71;ESB - EQUIPE DE SAUDE BUCAL;28029968;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020588;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280300;ITABAIANINHA;3010740;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174939;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022912;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
SE;280710;SIMÃO DIAS;9250468;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178454;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28031644;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;
SE;280210;ESTÂNCIA;2477890;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174300;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024672;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28024168;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280030;ARACAJU;0002364;02;CENTRO DE SAUDE/UNIDADE BASICA;0002013681;71;ESB - EQUIPE DE SAUDE BUCAL;28018630;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280620;SALGADO;2421895;02;CENTRO DE SAUDE/UNIDADE BASICA;0002076578;71;ESB - EQUIPE DE SAUDE BUCAL;28023420;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280360;LARANJEIRAS;2421321;02;CENTRO DE SAUDE/UNIDADE BASICA;0001839950;71;ESB - EQUIPE DE SAUDE BUCAL;28016378;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;2423294;02;CENTRO DE SAUDE/UNIDADE BASICA;0001801988;71;ESB - EQUIPE DE SAUDE BUCAL;28021711;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280030;ARACAJU;0002305;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171859;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28106431;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
SE;280710;SIMÃO DIAS;2422263;02;CENTRO DE SAUDE/UNIDADE BASICA;0001572679;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009894;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280660;SANTO AMARO DAS BROTAS;2423456;02;CENTRO DE SAUDE/UNIDADE BASICA;0001908669;71;ESB - EQUIPE DE SAUDE BUCAL;28029909;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280740;TOBIAS BARRETO;3541444;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178659;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28072413;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;
SE;280210;ESTÂNCIA;2477866;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174289;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024923;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;
SE;280030;ARACAJU;0002526;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172278;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019253;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
SE;280710;SIMÃO DIAS;2422468;02;CENTRO DE SAUDE/UNIDADE BASICA;0001991159;71;ESB - EQUIPE DE SAUDE BUCAL;28033302;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280760;UMBAÚBA;2421410;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962248;71;ESB - EQUIPE DE SAUDE BUCAL;28024320;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280270;ILHA DAS FLORES;2477181;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174572;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013107;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;
SE;280030;ARACAJU;0003115;02;CENTRO DE SAUDE/UNIDADE BASICA;0002014084;71;ESB - EQUIPE DE SAUDE BUCAL;28020260;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477122;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105357;71;ESB - EQUIPE DE SAUDE BUCAL;28000226;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;0433799;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178179;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021215;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;
SE;280650;SANTA ROSA DE LIMA;2420465;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28031202;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;
SE;280510;PEDRINHAS;2423383;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177148;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28111400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28031040;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;
SE;280140;CARIRA;2546264;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28003829;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
SE;280030;ARACAJU;0002429;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172103;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019245;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280410;MOITA BONITA;2477254;02;CENTRO DE SAUDE/UNIDADE BASICA;0001838520;71;ESB - EQUIPE DE SAUDE BUCAL;28008278;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280550;POÇO VERDE;2420376;02;CENTRO DE SAUDE/UNIDADE BASICA;0001576682;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28008774;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280660;SANTO AMARO DAS BROTAS;2423456;02;CENTRO DE SAUDE/UNIDADE BASICA;0002341638;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28016963;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
SE;280750;TOMAR DO GERU;3997049;02;CENTRO DE SAUDE/UNIDADE BASICA;0001810472;71;ESB - EQUIPE DE SAUDE BUCAL;28024044;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
SE;280560;PORTO DA FOLHA;2422085;02;CENTRO DE SAUDE/UNIDADE BASICA;0002022796;71;ESB - EQUIPE DE SAUDE BUCAL;28003500;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477084;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105330;71;ESB - EQUIPE DE SAUDE BUCAL;28000293;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
SE;280160;CEDRO DE SÃO JOÃO;2658607;02;CENTRO DE SAUDE/UNIDADE BASICA;0002000490;71;ESB - EQUIPE DE SAUDE BUCAL;28013034;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
