Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
" Competência: SET/2025, AGO/2025."
Estado: SE.
"Município: AMPARO DE SÃO FRANCISCO, AQUIDABÃ, ARACAJU, ARAUÁ, AREIA BRANCA, BARRA DOS COQUEIROS, BOQUIM, BREJO GRANDE, CAMPO DO BRITO, CANHOBA, CANINDÉ DE SÃO FRANCISCO, CAPELA, CARIRA, CARMÓPOLIS, CEDRO DE SÃO JOÃO, CRISTINÁPOLIS, CUMBE, DIVINA PASTORA, ESTÂNCIA, FEIRA NOVA, FREI PAULO, GARARU, GENERAL MAYNARD, GRACHO CARDOSO, ILHA DAS FLORES, INDIAROBA, ITABAIANA, ITABAIANINHA, ITABI, ITAPORANGA D'AJUDA, JAPARATUBA, JAPOATÃ, LAGARTO, LARANJEIRAS, MACAMBIRA, MALHADA DOS BOIS, MALHADOR, MARUIM, MOITA BONITA, MONTE ALEGRE DE SERGIPE, MURIBECA, NEÓPOLIS, NOSSA SENHORA APARECIDA, NOSSA SENHORA DA GLÓRIA, NOSSA SENHORA DAS DORES, NOSSA SENHORA DE LOURDES, NOSSA SENHORA DO SOCORRO, PACATUBA, PEDRA MOLE, PEDRINHAS, PINHÃO, PIRAMBU, POÇO REDONDO, POÇO VERDE, PORTO DA FOLHA, PROPRIÁ, RIACHÃO DO DANTAS, RIACHUELO, RIBEIRÓPOLIS, ROSÁRIO DO CATETE, SALGADO, SANTA LUZIA DO ITANHY, SANTA ROSA DE LIMA, SANTANA DO SÃO FRANCISCO, SANTO AMARO DAS BROTAS, SÃO CRISTÓVÃO, SÃO DOMINGOS, SÃO FRANCISCO, SÃO MIGUEL DO ALEIXO, SIMÃO DIAS, SIRIRI, TELHA, TOBIAS BARRETO, TOMAR DO GERU, UMBAÚBA."
"Práticas em Saúde: Antropometria, Aplicação tópica de flúor, Desenvolvimento da linguagem, Escovação dental supervisionada, Outro procedimento coletivo, Programa nacional de controle do tabagismo sessão 1, Programa nacional de controle do tabagismo sessão 2, Programa nacional de controle do tabagismo sessão 3, Programa nacional de controle do tabagismo sessão 4, Práticas corporais / atividade física, Saúde auditiva, Saúde ocular, Verificação da situação vacinal."
"Programa Saúde na Escola: Educação, Saúde."
Nível: INEP (Escolas/Creche).
Tipo Informação: Número de participantes


Uf;Ibge;Municipio;Unidade de Saúde - CNES;Tipo Unidade;Desc Unidade;Equipe - INE;Tipo Equipe;Desc Equipe;INEP (Escolas/Creche);Antropometria;Aplicação tópica de flúor;Desenvolvimento da linguagem;Escovação dental supervisionad;Outro procedimento coletivo;Programa nacional de controle ;Práticas corporais / atividade;Saúde auditiva;Saúde ocular;Verificação da situação vacina;
SE;280130;CAPELA;2476908;01;POSTO DE SAUDE;0000173835;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28014529;70;0;0;0;0;0;70;0;0;70;
SE;280020;AQUIDABÃ;2422654;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171700;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005201;0;0;0;0;0;0;0;0;0;162;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421119;02;CENTRO DE SAUDE/UNIDADE BASICA;0000176168;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001826;0;0;0;0;104;0;0;482;0;0;
SE;280710;SIMÃO DIAS;9250468;02;CENTRO DE SAUDE/UNIDADE BASICA;0001572687;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009380;0;0;0;0;0;0;59;0;0;331;
SE;280300;ITABAIANINHA;3000346;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174912;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022777;0;0;0;0;0;0;0;0;0;93;
SE;280030;ARACAJU;0002216;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171751;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28037510;0;0;0;0;0;0;0;0;84;0;
SE;280170;CRISTINÁPOLIS;2421003;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174130;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022505;0;0;0;0;0;0;0;0;0;70;
SE;280480;NOSSA SENHORA DO SOCORRO;2421690;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28060407;0;0;0;0;0;0;620;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0002333848;71;ESB - EQUIPE DE SAUDE BUCAL;28004906;0;108;0;90;0;0;0;0;0;0;
SE;280540;POÇO REDONDO;2420082;02;CENTRO DE SAUDE/UNIDADE BASICA;0001977997;71;ESB - EQUIPE DE SAUDE BUCAL;28002482;0;66;0;66;66;0;0;0;0;0;
SE;280710;SIMÃO DIAS;2546108;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178489;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009770;0;0;0;0;0;0;0;106;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477084;02;CENTRO DE SAUDE/UNIDADE BASICA;0001535986;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28000293;48;0;0;0;0;0;0;0;0;48;
SE;280280;INDIAROBA;2423138;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174629;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025288;0;0;0;0;0;0;0;0;0;57;
SE;280740;TOBIAS BARRETO;2422026;02;CENTRO DE SAUDE/UNIDADE BASICA;0001511033;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010590;0;0;0;0;139;0;0;0;108;15;
SE;280420;MONTE ALEGRE DE SERGIPE;3059170;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751085;71;ESB - EQUIPE DE SAUDE BUCAL;28002130;0;0;0;40;0;0;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;5459648;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178292;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28021428;410;0;0;0;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3323161;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28023102;0;0;0;0;0;0;0;0;0;23;
SE;280280;INDIAROBA;2423138;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174629;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025342;20;0;0;0;0;0;0;0;0;120;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28027760;0;0;0;0;0;0;44;0;0;94;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020944;0;0;0;0;0;0;0;0;0;102;
SE;280460;NOSSA SENHORA DAS DORES;9330453;01;POSTO DE SAUDE;0001854577;71;ESB - EQUIPE DE SAUDE BUCAL;28006186;0;0;0;63;0;0;0;0;0;0;
SE;280440;NEÓPOLIS;7231954;02;CENTRO DE SAUDE/UNIDADE BASICA;0001527940;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013360;0;0;0;0;0;0;0;0;0;25;
SE;280030;ARACAJU;0002763;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172502;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019490;22;0;0;0;0;0;0;0;0;0;
SE;280440;NEÓPOLIS;2477920;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175935;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013425;62;0;0;0;0;0;0;0;0;62;
SE;280030;ARACAJU;0003492;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172936;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019806;0;0;0;0;0;0;0;0;0;51;
SE;280440;NEÓPOLIS;2477939;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175943;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013417;0;41;0;41;0;0;0;0;0;41;
SE;280550;POÇO VERDE;2420333;02;CENTRO DE SAUDE/UNIDADE BASICA;0001785389;71;ESB - EQUIPE DE SAUDE BUCAL;28029704;0;63;0;63;0;0;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477114;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105365;71;ESB - EQUIPE DE SAUDE BUCAL;28029968;0;24;0;0;24;0;0;0;0;0;
SE;280300;ITABAIANINHA;3010740;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174939;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022912;0;0;0;0;0;0;0;0;0;226;
SE;280300;ITABAIANINHA;3010732;02;CENTRO DE SAUDE/UNIDADE BASICA;0001532928;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032691;0;0;0;0;0;0;0;0;0;332;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020588;0;0;0;21;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;3541444;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178659;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28072413;78;48;0;0;0;0;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497166;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177717;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005139;0;0;0;0;0;0;0;0;0;106;
SE;280030;ARACAJU;0002305;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171859;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28106431;50;0;0;0;0;0;0;0;0;0;
SE;280030;ARACAJU;0002364;02;CENTRO DE SAUDE/UNIDADE BASICA;0002013681;71;ESB - EQUIPE DE SAUDE BUCAL;28018630;0;0;0;38;0;0;0;0;0;0;
SE;280350;LAGARTO;2420538;02;CENTRO DE SAUDE/UNIDADE BASICA;0001583808;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28011651;0;14;0;0;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;2422794;02;CENTRO DE SAUDE/UNIDADE BASICA;0001792466;71;ESB - EQUIPE DE SAUDE BUCAL;28025563;0;0;0;33;33;0;0;0;0;0;
SE;280030;ARACAJU;0002526;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172278;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019253;0;0;0;0;0;0;0;0;0;14;
SE;280120;CANINDÉ DE SÃO FRANCISCO;5255236;02;CENTRO DE SAUDE/UNIDADE BASICA;0002226138;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28027434;295;0;0;0;0;0;0;0;0;0;
SE;280760;UMBAÚBA;2421410;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962248;71;ESB - EQUIPE DE SAUDE BUCAL;28024320;0;112;0;112;0;0;0;0;0;0;
SE;280350;LAGARTO;2503794;02;CENTRO DE SAUDE/UNIDADE BASICA;0001799363;71;ESB - EQUIPE DE SAUDE BUCAL;28011708;0;23;0;23;0;0;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420279;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751050;71;ESB - EQUIPE DE SAUDE BUCAL;28030672;0;0;0;194;0;0;0;0;0;0;
SE;280360;LARANJEIRAS;2421348;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175609;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28016319;0;0;0;0;0;0;0;0;0;84;
SE;280210;ESTÂNCIA;2477866;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174289;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024923;0;0;0;0;0;0;0;0;0;18;
SE;280320;ITAPORANGA D'AJUDA;5070074;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175110;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025580;0;0;0;0;0;0;0;0;0;11;
SE;280590;RIACHUELO;7313748;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28016750;0;0;0;0;0;0;0;0;0;133;
SE;280740;TOBIAS BARRETO;7685467;02;CENTRO DE SAUDE/UNIDADE BASICA;0001571052;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010728;0;0;0;0;0;0;0;0;29;163;
SE;280480;NOSSA SENHORA DO SOCORRO;2421623;02;CENTRO DE SAUDE/UNIDADE BASICA;0002529580;74;EAPP - EQUIPE DE ATENCAO PRIMARIA PRISIONAL;28020677;0;0;0;27;0;0;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477114;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173762;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28000064;142;0;0;0;62;0;0;0;0;142;
SE;280030;ARACAJU;0002844;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172715;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28017382;58;0;0;0;0;0;0;0;0;37;
SE;280170;CRISTINÁPOLIS;2420988;01;POSTO DE SAUDE;0000174114;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28022459;0;0;0;0;0;0;0;0;0;22;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421119;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28002199;0;0;0;0;0;0;0;0;399;0;
SE;280030;ARACAJU;0002836;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172626;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28019377;0;0;0;0;0;0;0;0;0;17;
SE;280010;AMPARO DE SÃO FRANCISCO;7009615;02;CENTRO DE SAUDE/UNIDADE BASICA;0001956205;71;ESB - EQUIPE DE SAUDE BUCAL;28012712;0;0;0;22;0;0;0;0;0;0;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421046;02;CENTRO DE SAUDE/UNIDADE BASICA;0000176052;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001737;0;0;0;0;0;0;0;299;299;0;
SE;280760;UMBAÚBA;9865845;02;CENTRO DE SAUDE/UNIDADE BASICA;0002207257;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28033973;99;0;0;0;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;2421984;02;CENTRO DE SAUDE/UNIDADE BASICA;0001807285;71;ESB - EQUIPE DE SAUDE BUCAL;28010671;0;58;0;58;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;3605787;02;CENTRO DE SAUDE/UNIDADE BASICA;0001518666;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010388;0;0;0;0;0;0;30;0;0;0;
SE;280030;ARACAJU;0002291;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171808;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28031660;17;0;0;0;0;0;0;0;0;0;
SE;280300;ITABAIANINHA;3010732;02;CENTRO DE SAUDE/UNIDADE BASICA;0001532928;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28028546;0;0;0;0;0;0;0;0;0;18;
SE;280400;MARUIM;2546329;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175757;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28016661;19;0;0;0;0;0;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420279;02;CENTRO DE SAUDE/UNIDADE BASICA;0002273136;71;ESB - EQUIPE DE SAUDE BUCAL;28030672;0;0;0;157;0;0;0;0;0;0;
SE;280600;RIBEIRÓPOLIS;2497204;01;POSTO DE SAUDE;0000177768;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005031;0;0;0;0;0;0;0;0;0;15;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173126;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28026837;216;0;0;0;0;0;0;0;0;0;
SE;280210;ESTÂNCIA;9998233;02;CENTRO DE SAUDE/UNIDADE BASICA;0001739425;71;ESB - EQUIPE DE SAUDE BUCAL;28024834;0;25;0;133;26;0;0;0;0;0;
SE;280710;SIMÃO DIAS;2422433;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178462;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009452;0;0;0;0;0;0;66;61;0;0;
SE;280300;ITABAIANINHA;2421283;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174904;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023072;0;0;0;0;0;0;0;0;0;122;
SE;280710;SIMÃO DIAS;9331077;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178438;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009754;0;0;0;0;0;0;0;74;0;106;
SE;280350;LAGARTO;2503808;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175471;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28011309;135;0;0;0;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;3541444;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178632;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010450;0;0;0;0;31;0;0;0;49;25;
SE;280030;ARACAJU;0003492;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172898;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28031660;17;0;0;0;0;0;0;0;0;0;
SE;280130;CAPELA;2476975;01;POSTO DE SAUDE;0000173924;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28014626;0;0;0;0;0;0;0;0;0;34;
SE;280020;AQUIDABÃ;2422646;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171697;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005457;0;0;0;0;0;0;0;0;0;31;
SE;280420;MONTE ALEGRE DE SERGIPE;3059170;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751085;71;ESB - EQUIPE DE SAUDE BUCAL;28001443;0;0;0;61;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;2422662;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171719;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005538;0;0;0;0;10;0;10;0;0;10;
SE;280480;NOSSA SENHORA DO SOCORRO;2421666;02;CENTRO DE SAUDE/UNIDADE BASICA;0001968718;71;ESB - EQUIPE DE SAUDE BUCAL;28027760;0;0;0;40;0;0;0;0;0;0;
SE;280760;UMBAÚBA;9865845;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178780;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28024214;150;0;0;0;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;4047141;02;CENTRO DE SAUDE/UNIDADE BASICA;0002294486;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025520;0;0;0;0;0;0;0;0;0;9;
SE;280320;ITAPORANGA D'AJUDA;2422824;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175072;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025660;0;0;0;0;0;0;0;0;0;24;
SE;280440;NEÓPOLIS;2477939;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175943;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28013433;0;44;0;0;0;0;0;0;0;44;
SE;280420;MONTE ALEGRE DE SERGIPE;4585666;74;POLO ACADEMIA DA SAUDE;-;-;-;28002130;0;0;0;0;0;0;22;0;0;0;
SE;280410;MOITA BONITA;2477211;02;CENTRO DE SAUDE/UNIDADE BASICA;0001838822;71;ESB - EQUIPE DE SAUDE BUCAL;28008340;0;14;0;14;0;0;0;0;0;0;
SE;280410;MOITA BONITA;2477203;02;CENTRO DE SAUDE/UNIDADE BASICA;0001838997;71;ESB - EQUIPE DE SAUDE BUCAL;28008251;0;0;0;27;0;0;0;0;0;0;
SE;280150;CARMÓPOLIS;7859082;02;CENTRO DE SAUDE/UNIDADE BASICA;0001741225;71;ESB - EQUIPE DE SAUDE BUCAL;28071425;0;141;0;141;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;2422689;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171735;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005198;0;0;0;0;0;0;0;0;0;63;
SE;280710;SIMÃO DIAS;2422468;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178470;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28009738;18;0;0;0;0;0;0;60;0;10;
SE;280300;ITABAIANINHA;2421259;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174882;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28023064;0;0;0;0;0;0;0;0;0;246;
SE;280210;ESTÂNCIA;2477823;02;CENTRO DE SAUDE/UNIDADE BASICA;0001776371;71;ESB - EQUIPE DE SAUDE BUCAL;28024915;0;0;0;200;0;0;0;0;0;0;
SE;280030;ARACAJU;0002291;02;CENTRO DE SAUDE/UNIDADE BASICA;-;-;-;28019741;0;0;0;0;0;0;94;0;0;0;
SE;280630;SANTA LUZIA DO ITANHY;2545853;02;CENTRO DE SAUDE/UNIDADE BASICA;0000177962;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28032837;0;0;0;0;0;0;23;0;0;0;
SE;280130;CAPELA;2476959;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173908;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28036239;0;0;0;0;0;0;0;0;0;5;
SE;280740;TOBIAS BARRETO;2421984;02;CENTRO DE SAUDE/UNIDADE BASICA;0001807285;71;ESB - EQUIPE DE SAUDE BUCAL;28010736;0;106;0;106;0;0;0;0;0;0;
SE;280020;AQUIDABÃ;2422778;02;CENTRO DE SAUDE/UNIDADE BASICA;0000171743;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28005503;0;0;0;0;17;0;17;0;0;17;
SE;280170;CRISTINÁPOLIS;2420988;01;POSTO DE SAUDE;0001821431;71;ESB - EQUIPE DE SAUDE BUCAL;28035143;0;0;0;0;20;0;0;0;0;0;
SE;280540;POÇO REDONDO;2420090;02;CENTRO DE SAUDE/UNIDADE BASICA;0002324911;76;EAP - EQUIPE DE ATENÇÃO PRIMÁRIA;28002415;0;0;0;33;0;0;0;0;0;0;
SE;280760;UMBAÚBA;2421402;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962159;71;ESB - EQUIPE DE SAUDE BUCAL;28024141;0;68;0;68;0;0;0;0;0;0;
SE;280030;ARACAJU;0002631;02;CENTRO DE SAUDE/UNIDADE BASICA;0000172472;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018710;13;0;0;0;0;0;0;0;37;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477122;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173770;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28000226;0;0;0;0;0;0;0;0;0;51;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0001480065;72;ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;28018915;6;0;0;0;0;0;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;2423200;02;CENTRO DE SAUDE/UNIDADE BASICA;0001794922;71;ESB - EQUIPE DE SAUDE BUCAL;28021568;0;50;0;50;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;5070074;02;CENTRO DE SAUDE/UNIDADE BASICA;0001792571;71;ESB - EQUIPE DE SAUDE BUCAL;28025580;0;0;0;8;0;0;0;0;0;0;
SE;280420;MONTE ALEGRE DE SERGIPE;2420295;02;CENTRO DE SAUDE/UNIDADE BASICA;0001751107;71;ESB - EQUIPE DE SAUDE BUCAL;28001389;0;0;0;115;0;0;0;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477076;02;CENTRO DE SAUDE/UNIDADE BASICA;0002105314;71;ESB - EQUIPE DE SAUDE BUCAL;28026632;0;480;0;480;0;0;0;0;0;0;
SE;280760;UMBAÚBA;9865845;02;CENTRO DE SAUDE/UNIDADE BASICA;0001962019;71;ESB - EQUIPE DE SAUDE BUCAL;28033973;0;42;0;42;0;0;0;0;0;0;
SE;280190;CUMBE;6740510;02;CENTRO DE SAUDE/UNIDADE BASICA;0001966383;71;ESB - EQUIPE DE SAUDE BUCAL;28036824;0;48;0;48;48;0;0;0;0;0;
SE;280670;SÃO CRISTÓVÃO;5459648;02;CENTRO DE SAUDE/UNIDADE BASICA;0002398001;71;ESB - EQUIPE DE SAUDE BUCAL;28021428;0;25;0;25;0;0;0;0;0;0;
SE;280320;ITAPORANGA D'AJUDA;2422794;02;CENTRO DE SAUDE/UNIDADE BASICA;0000175013;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025687;74;0;0;0;0;0;0;0;0;74;
SE;280450;NOSSA SENHORA DA GLÓRIA;2421100;02;CENTRO DE SAUDE/UNIDADE BASICA;0002500426;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28001761;2.718;0;0;0;0;0;0;0;0;2.718;
SE;280210;ESTÂNCIA;2477904;02;CENTRO DE SAUDE/UNIDADE BASICA;0001738992;71;ESB - EQUIPE DE SAUDE BUCAL;28031733;0;0;0;184;13;0;0;0;0;0;
SE;280150;CARMÓPOLIS;7859082;02;CENTRO DE SAUDE/UNIDADE BASICA;0001741284;71;ESB - EQUIPE DE SAUDE BUCAL;28031199;0;0;0;96;0;0;0;0;0;0;
SE;280280;INDIAROBA;3539148;02;CENTRO DE SAUDE/UNIDADE BASICA;0000174645;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28025245;150;0;0;0;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;3541444;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178640;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010698;0;0;0;0;76;0;0;0;0;76;
SE;280350;LAGARTO;2420821;02;CENTRO DE SAUDE/UNIDADE BASICA;0001835408;71;ESB - EQUIPE DE SAUDE BUCAL;28010965;0;0;0;37;0;0;0;0;0;0;
SE;280440;NEÓPOLIS;3845869;02;CENTRO DE SAUDE/UNIDADE BASICA;0002350343;71;ESB - EQUIPE DE SAUDE BUCAL;28013506;0;110;0;110;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;2421984;02;CENTRO DE SAUDE/UNIDADE BASICA;0001511017;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010736;121;0;0;0;121;0;0;0;0;0;
SE;280030;ARACAJU;9141588;02;CENTRO DE SAUDE/UNIDADE BASICA;0002014386;71;ESB - EQUIPE DE SAUDE BUCAL;28018737;0;64;0;91;22;0;0;0;0;0;
SE;280030;ARACAJU;2600366;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173061;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28018290;63;0;0;0;0;0;0;0;0;0;
SE;280740;TOBIAS BARRETO;2422069;02;CENTRO DE SAUDE/UNIDADE BASICA;0000178624;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28010817;0;0;0;0;0;0;35;0;0;0;
SE;280120;CANINDÉ DE SÃO FRANCISCO;2477084;02;CENTRO DE SAUDE/UNIDADE BASICA;0000173711;70;ESF - EQUIPE DE SAÚDE DA FAMÍLIA;28035240;29;0;0;0;0;0;0;0;0;29;
